DateTime,Number of sales,Average USD,Sales USD,Active market wallets,Unique buyers
2018-09-01,10.0,44.03,440.27,7.0,4.0
2018-09-02,3.0,108.4,325.21,6.0,3.0
2018-09-03,0.0,0.0,0.0,0.0,0.0
2018-09-04,0.0,0.0,0.0,0.0,0.0
2018-09-05,0.0,0.0,0.0,0.0,0.0
2018-09-06,0.0,0.0,0.0,0.0,0.0
2018-09-07,1.0,22.94,22.94,2.0,1.0
2018-09-08,0.0,0.0,0.0,0.0,0.0
2018-09-09,0.0,0.0,0.0,0.0,0.0
2018-09-10,0.0,0.0,0.0,0.0,0.0
2018-09-11,7.0,23.28,162.98,5.0,2.0
2018-09-12,0.0,0.0,0.0,0.0,0.0
2018-09-13,0.0,0.0,0.0,0.0,0.0
2018-09-14,2.0,24.36,48.72,4.0,2.0
2018-09-15,0.0,0.0,0.0,0.0,0.0
2018-09-16,1.0,33.46,33.46,2.0,1.0
2018-09-17,1.0,724.27,724.27,2.0,1.0
2018-09-18,0.0,0.0,0.0,0.0,0.0
2018-09-19,0.0,0.0,0.0,0.0,0.0
2018-09-20,2.0,27.19,54.38,4.0,2.0
2018-09-21,4.0,93.43,373.71,5.0,2.0
2018-09-22,5.0,39.78,198.92,7.0,2.0
2018-09-23,0.0,0.0,0.0,0.0,0.0
2018-09-24,0.0,0.0,0.0,0.0,0.0
2018-09-25,0.0,0.0,0.0,0.0,0.0
2018-09-26,2.0,26.34,52.68,2.0,1.0
2018-09-27,2.0,120.4,240.8,4.0,2.0
2018-09-28,0.0,0.0,0.0,0.0,0.0
2018-09-29,1.0,55.56,55.56,2.0,1.0
2018-09-30,0.0,0.0,0.0,0.0,0.0
2018-10-01,1.0,69.83,69.83,2.0,1.0
2018-10-02,11.0,246.27,2709.0,13.0,3.0
2018-10-03,1.0,33.87,33.87,2.0,1.0
2018-10-04,3.0,105.83,317.48,6.0,3.0
2018-10-05,1.0,24.44,24.44,2.0,1.0
2018-10-06,2.0,87.79,175.59,2.0,1.0
2018-10-07,0.0,0.0,0.0,0.0,0.0
2018-10-08,3.0,30.09,90.26,4.0,3.0
2018-10-09,0.0,0.0,0.0,0.0,0.0
2018-10-10,0.0,0.0,0.0,0.0,0.0
2018-10-11,11.0,39.8,437.78,9.0,4.0
2018-10-12,11.0,36.22,398.4,7.0,2.0
2018-10-13,0.0,0.0,0.0,0.0,0.0
2018-10-14,0.0,0.0,0.0,0.0,0.0
2018-10-15,0.0,0.0,0.0,0.0,0.0
2018-10-16,0.0,0.0,0.0,0.0,0.0
2018-10-17,0.0,0.0,0.0,0.0,0.0
2018-10-18,4.0,29.19,116.78,5.0,2.0
2018-10-19,0.0,0.0,0.0,0.0,0.0
2018-10-20,3.0,88.39,265.17,5.0,2.0
2018-10-21,0.0,0.0,0.0,0.0,0.0
2018-10-22,0.0,0.0,0.0,0.0,0.0
2018-10-23,9.0,41.92,377.27,7.0,4.0
2018-10-24,1.0,102.04,102.04,2.0,1.0
2018-10-25,3.0,35.28,105.83,6.0,3.0
2018-10-26,3.0,52.95,158.85,3.0,1.0
2018-10-27,0.0,0.0,0.0,0.0,0.0
2018-10-28,6.0,27.43,164.58,4.0,3.0
2018-10-29,2.0,34.29,68.58,4.0,2.0
2018-10-30,0.0,0.0,0.0,0.0,0.0
2018-10-31,1.0,25.67,25.67,2.0,1.0
2018-11-01,2.0,28.8,57.61,2.0,1.0
2018-11-02,0.0,0.0,0.0,0.0,0.0
2018-11-03,3.0,28.32,84.96,3.0,2.0
2018-11-04,0.0,0.0,0.0,0.0,0.0
2018-11-05,0.0,0.0,0.0,0.0,0.0
2018-11-06,1.0,81.55,81.55,2.0,1.0
2018-11-07,3.0,30.68,92.05,3.0,2.0
2018-11-08,1.0,28.47,28.47,2.0,1.0
2018-11-09,0.0,0.0,0.0,0.0,0.0
2018-11-10,0.0,0.0,0.0,0.0,0.0
2018-11-11,0.0,0.0,0.0,0.0,0.0
2018-11-12,1.0,29.75,29.75,2.0,1.0
