"DateTime","Average USD","Average USD"
"2019-09-29 00:00:00",0.64,0.64
"2019-09-30 00:00:00",0.76,0.76
"2019-10-01 00:00:00",0.4,0.4
"2019-10-02 00:00:00",0.56,0.56
"2019-10-03 00:00:00",0.58,0.58
"2019-10-04 00:00:00",0.43,0.43
"2019-10-05 00:00:00",0.61,0.61
"2019-10-06 00:00:00",1.34,1.34
"2019-10-07 00:00:00",1.31,1.31
"2019-10-08 00:00:00",1.48,1.48
"2019-10-09 00:00:00",1.17,1.17
"2019-10-10 00:00:00",1.31,1.31
"2019-10-11 00:00:00",0.43,0.43
"2019-10-12 00:00:00",0.85,0.85
"2019-10-13 00:00:00",0.55,0.55
"2019-10-14 00:00:00",0.61,0.61
"2019-10-15 00:00:00",0.58,0.58
"2019-10-16 00:00:00",0.82,0.82
"2019-10-17 00:00:00",1.94,1.94
"2019-10-18 00:00:00",0.53,0.53
"2019-10-19 00:00:00",1.54,1.54
"2019-10-20 00:00:00",0.78,0.78
"2019-10-21 00:00:00",1.12,1.12
"2019-10-22 00:00:00",1.64,1.64
"2019-10-23 00:00:00",4.91,4.91
"2019-10-24 00:00:00",0.91,0.91
"2019-10-25 00:00:00",1.67,1.67
"2019-10-26 00:00:00",0.91,0.91
"2019-10-27 00:00:00",0.64,0.64
"2019-10-28 00:00:00",4.8,4.8
"2019-10-29 00:00:00",1.1,1.1
"2019-10-30 00:00:00",0.64,0.64
"2019-10-31 00:00:00",0.65,0.65
"2019-11-01 00:00:00",0.88,0.88
"2019-11-02 00:00:00",1.05,1.05
"2019-11-03 00:00:00",0.62,0.62
"2019-11-04 00:00:00",1.62,1.62
"2019-11-05 00:00:00",0.81,0.81
"2019-11-06 00:00:00",0.57,0.57
"2019-11-07 00:00:00",0.47,0.47
"2019-11-08 00:00:00",0.61,0.61
"2019-11-09 00:00:00",0.44,0.44
"2019-11-10 00:00:00",0.42,0.42
"2019-11-11 00:00:00",0.54,0.54
"2019-11-12 00:00:00",0.6,0.6
"2019-11-13 00:00:00",0.56,0.56
"2019-11-14 00:00:00",0.65,0.65
"2019-11-15 00:00:00",0.46,0.46
"2019-11-16 00:00:00",0.46,0.46
"2019-11-17 00:00:00",21.77,21.77
"2019-11-18 00:00:00",1.68,1.68
"2019-11-19 00:00:00",0.52,0.52
"2019-11-20 00:00:00",8.7,8.7
